,symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-L/100km,highway-mpg,price,price-binned
54,1,113.0,mazda,gas,std,four,sedan,fwd,front,93.1,-0.5875900751675951,64.2,54.1,1950,ohc,four,91,2bbl,3.08,3.15,9.0,68.0,5000.0,7.580645161290323,38,7395.0,Low
55,3,150.0,mazda,gas,std,two,hatchback,rwd,front,95.3,-0.4092688828517442,65.7,49.6,2380,rotor,two,70,4bbl,3.31,3.29,9.4,101.0,6000.0,13.823529411764707,23,10945.0,Low
56,3,150.0,mazda,gas,std,two,hatchback,rwd,front,95.3,-0.4092688828517442,65.7,49.6,2380,rotor,two,70,4bbl,3.31,3.29,9.4,101.0,6000.0,13.823529411764707,23,11845.0,Low
57,3,150.0,mazda,gas,std,two,hatchback,rwd,front,95.3,-0.4092688828517442,65.7,49.6,2385,rotor,two,70,4bbl,3.31,3.29,9.4,101.0,6000.0,13.823529411764707,23,13645.0,Low
58,3,150.0,mazda,gas,std,two,hatchback,rwd,front,95.3,-0.4092688828517442,65.7,49.6,2500,rotor,two,80,mpfi,3.31,3.29,9.4,135.0,6000.0,14.6875,23,15645.0,Low
59,1,129.0,mazda,gas,std,two,hatchback,fwd,front,98.8,0.3040158864116642,66.5,53.7,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,9.038461538461538,32,8845.0,Low
60,0,115.0,mazda,gas,std,four,sedan,fwd,front,98.8,0.3040158864116642,66.5,55.5,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,9.038461538461538,32,8495.0,Low
61,1,129.0,mazda,gas,std,two,hatchback,fwd,front,98.8,0.3040158864116642,66.5,53.7,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,9.038461538461538,32,10595.0,Low
62,0,115.0,mazda,gas,std,four,sedan,fwd,front,98.8,0.3040158864116642,66.5,55.5,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,9.038461538461538,32,10245.0,Low
63,0,115.0,mazda,diesel,std,,sedan,fwd,front,98.8,0.3040158864116642,66.5,55.5,2443,ohc,four,122,idi,3.39,3.39,22.7,64.0,4650.0,6.527777777777778,42,10795.0,Low
64,0,115.0,mazda,gas,std,four,hatchback,fwd,front,98.8,0.3040158864116642,66.5,55.5,2425,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,9.038461538461538,32,11245.0,Low
65,0,118.0,mazda,gas,std,four,sedan,rwd,front,104.9,0.07706164164603363,66.1,54.4,2670,ohc,four,140,mpfi,3.76,3.16,8.0,120.0,5000.0,12.368421052631579,27,18280.0,Low
66,0,115.0,mazda,diesel,std,four,sedan,rwd,front,104.9,0.07706164164603363,66.1,54.4,2700,ohc,four,134,idi,3.43,3.64,22.0,72.0,4200.0,7.580645161290323,39,18344.0,Low
67,-1,93.0,mercedes-benz,diesel,turbo,four,sedan,rwd,front,110.0,1.3658375315651452,70.3,56.5,3515,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,10.681818181818182,25,25552.0,Medium
68,-1,93.0,mercedes-benz,diesel,turbo,four,wagon,rwd,front,110.0,1.3658375315651452,70.3,58.7,3750,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,10.681818181818182,25,28248.0,Medium
69,0,93.0,mercedes-benz,diesel,turbo,two,hardtop,rwd,front,106.7,1.0902502343497373,70.3,54.9,3495,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,10.681818181818182,25,28176.0,Medium
70,-1,93.0,mercedes-benz,diesel,turbo,four,sedan,rwd,front,115.6,2.314182054335811,71.7,56.3,3770,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,10.681818181818182,25,31600.0,Medium
71,-1,115.0,mercedes-benz,gas,std,four,sedan,rwd,front,115.6,2.314182054335811,71.7,56.5,3740,ohcv,eight,234,mpfi,3.46,3.1,8.3,155.0,4750.0,14.6875,18,34184.0,High
72,3,142.0,mercedes-benz,gas,std,two,convertible,rwd,front,96.6,0.506653604952405,70.5,50.8,3685,ohcv,eight,234,mpfi,3.46,3.1,8.3,155.0,4750.0,14.6875,18,35056.0,High
73,0,115.0,mercedes-benz,gas,std,four,sedan,rwd,front,120.9,2.7599850351254407,71.7,56.7,3900,ohcv,eight,308,mpfi,3.8,3.35,8.0,184.0,4500.0,16.785714285714285,16,40960.0,High
74,1,115.0,mercedes-benz,gas,std,two,hardtop,rwd,front,112.0,2.038594757120403,72.0,55.4,3715,ohcv,eight,304,mpfi,3.8,3.35,8.0,184.0,4500.0,16.785714285714285,16,45400.0,High
75,1,115.0,mercury,gas,turbo,two,hatchback,rwd,front,102.7,0.3526489388614415,68.0,54.8,2910,ohc,four,140,mpfi,3.78,3.12,8.0,175.0,5000.0,12.368421052631579,24,16503.0,Low
76,2,161.0,mitsubishi,gas,std,two,hatchback,fwd,front,93.7,-1.35761340562241,64.4,50.8,1918,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500.0,6.351351351351352,41,5389.0,Low
77,2,161.0,mitsubishi,gas,std,two,hatchback,fwd,front,93.7,-1.35761340562241,64.4,50.8,1944,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500.0,7.580645161290323,38,6189.0,Low
78,2,161.0,mitsubishi,gas,std,two,hatchback,fwd,front,93.7,-1.35761340562241,64.4,50.8,2004,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500.0,7.580645161290323,38,6669.0,Low
79,1,161.0,mitsubishi,gas,turbo,two,hatchback,fwd,front,93.0,-1.35761340562241,63.8,50.8,2145,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500.0,9.791666666666666,30,7689.0,Low
80,3,153.0,mitsubishi,gas,turbo,two,hatchback,fwd,front,96.3,-0.08504853318655897,65.4,49.4,2370,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500.0,10.217391304347826,30,9959.0,Low
81,3,153.0,mitsubishi,gas,std,two,hatchback,fwd,front,96.3,-0.08504853318655897,65.4,49.4,2328,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,9.4,32,8499.0,Low
82,3,115.0,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,-0.06883751570330064,66.3,50.2,2833,ohc,four,156,spdi,3.58,3.86,7.0,145.0,5000.0,12.368421052631579,24,12629.0,Low
83,3,115.0,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,-0.06883751570330064,66.3,50.2,2921,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,12.368421052631579,24,14869.0,Low
84,3,115.0,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,-0.06883751570330064,66.3,50.2,2926,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,12.368421052631579,24,14489.0,Low
85,1,125.0,mitsubishi,gas,std,four,sedan,fwd,front,96.3,-0.13368158563633628,65.4,51.6,2365,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,9.4,32,6989.0,Low
86,1,125.0,mitsubishi,gas,std,four,sedan,fwd,front,96.3,-0.13368158563633628,65.4,51.6,2405,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,9.4,32,8189.0,Low
87,1,125.0,mitsubishi,gas,turbo,four,sedan,fwd,front,96.3,-0.13368158563633628,65.4,51.6,2403,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500.0,10.217391304347826,30,9279.0,Low
88,-1,137.0,mitsubishi,gas,std,four,sedan,fwd,front,96.3,-0.13368158563633628,65.4,51.6,2403,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500.0,10.217391304347826,30,9279.0,Low
89,1,128.0,nissan,gas,std,two,sedan,fwd,front,94.5,-0.7091727062920395,63.8,54.5,1889,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,7.580645161290323,37,5499.0,Low
90,1,128.0,nissan,diesel,std,two,sedan,fwd,front,94.5,-0.7091727062920395,63.8,54.5,2017,ohc,four,103,idi,2.99,3.47,21.9,55.0,4800.0,5.222222222222222,50,7099.0,Low
91,1,128.0,nissan,gas,std,two,sedan,fwd,front,94.5,-0.7091727062920395,63.8,54.5,1918,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,7.580645161290323,37,6649.0,Low
92,1,122.0,nissan,gas,std,four,sedan,fwd,front,94.5,-0.7091727062920395,63.8,54.5,1938,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,7.580645161290323,37,6849.0,Low
93,1,103.0,nissan,gas,std,four,wagon,fwd,front,94.5,-0.31200277795218956,63.8,53.5,2024,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,7.580645161290323,37,7349.0,Low
94,1,128.0,nissan,gas,std,two,sedan,fwd,front,94.5,-0.7091727062920395,63.8,54.5,1951,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,7.580645161290323,37,7299.0,Low
95,1,128.0,nissan,gas,std,two,hatchback,fwd,front,94.5,-0.6848561800671521,63.8,53.3,2028,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,7.580645161290323,37,7799.0,Low
96,1,122.0,nissan,gas,std,four,sedan,fwd,front,94.5,-0.7091727062920395,63.8,54.5,1971,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,7.580645161290323,37,7499.0,Low
97,1,103.0,nissan,gas,std,four,wagon,fwd,front,94.5,-0.31200277795218956,63.8,53.5,2037,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,7.580645161290323,37,7999.0,Low
98,2,168.0,nissan,gas,std,two,hardtop,fwd,front,95.1,-0.9442324597992993,63.8,53.3,2008,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,7.580645161290323,37,8249.0,Low
99,0,106.0,nissan,gas,std,four,hatchback,fwd,front,97.2,-0.052626498220039994,65.2,54.7,2324,ohc,four,120,2bbl,3.33,3.47,8.5,97.0,5200.0,8.703703703703704,34,8949.0,Low
100,0,106.0,nissan,gas,std,four,sedan,fwd,front,97.2,-0.052626498220039994,65.2,54.7,2302,ohc,four,120,2bbl,3.33,3.47,8.5,97.0,5200.0,8.703703703703704,34,9549.0,Low
101,0,128.0,nissan,gas,std,four,sedan,fwd,front,100.4,0.6201307273352179,66.5,55.1,3095,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,13.823529411764707,22,13499.0,Low
102,0,108.0,nissan,gas,std,four,wagon,fwd,front,100.4,0.8551904808424776,66.5,56.1,3296,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,13.823529411764707,22,14399.0,Low
103,0,108.0,nissan,gas,std,four,sedan,fwd,front,100.4,0.8551904808424776,66.5,55.1,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,12.368421052631579,25,13499.0,Low
104,3,194.0,nissan,gas,std,two,hatchback,rwd,front,91.3,-0.2714752342440414,67.9,49.7,3071,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200.0,12.368421052631579,25,17199.0,Low
105,3,194.0,nissan,gas,turbo,two,hatchback,rwd,front,91.3,-0.2714752342440414,67.9,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200.0,5200.0,13.823529411764707,23,19699.0,Medium
106,1,231.0,nissan,gas,std,two,hatchback,rwd,front,99.2,0.3607544476030707,67.9,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200.0,12.368421052631579,25,18399.0,Low
107,0,161.0,peugot,gas,std,four,sedan,rwd,front,107.9,1.0254061644166994,68.4,56.7,3020,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,12.368421052631579,24,11900.0,Low
108,0,161.0,peugot,diesel,turbo,four,sedan,rwd,front,107.9,1.0254061644166994,68.4,56.7,3197,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,8.392857142857142,33,13200.0,Low
109,0,115.0,peugot,gas,std,four,wagon,rwd,front,114.2,2.0142782308955156,68.4,58.7,3230,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,12.368421052631579,24,12440.0,Low
110,0,115.0,peugot,diesel,turbo,four,wagon,rwd,front,114.2,2.0142782308955156,68.4,58.7,3430,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,9.4,25,13860.0,Low
111,0,161.0,peugot,gas,std,four,sedan,rwd,front,107.9,1.0254061644166994,68.4,56.7,3075,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,12.368421052631579,24,15580.0,Low
112,0,161.0,peugot,diesel,turbo,four,sedan,rwd,front,107.9,1.0254061644166994,68.4,56.7,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,8.392857142857142,33,16900.0,Low
113,0,115.0,peugot,gas,std,four,wagon,rwd,front,114.2,2.0142782308955156,68.4,56.7,3285,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,12.368421052631579,24,16695.0,Low
114,0,115.0,peugot,diesel,turbo,four,wagon,rwd,front,114.2,2.0142782308955156,68.4,58.7,3485,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,9.4,25,17075.0,Low
115,0,161.0,peugot,gas,std,four,sedan,rwd,front,107.9,1.0254061644166994,68.4,56.7,3075,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,12.368421052631579,24,16630.0,Low
116,0,161.0,peugot,diesel,turbo,four,sedan,rwd,front,107.9,1.0254061644166994,68.4,56.7,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,8.392857142857142,33,17950.0,Low
117,0,161.0,peugot,gas,turbo,four,sedan,rwd,front,108.0,1.0254061644166994,68.3,56.0,3130,l,four,134,mpfi,3.61,3.21,7.0,142.0,5600.0,13.055555555555555,24,18150.0,Low
118,1,119.0,plymouth,gas,std,two,hatchback,fwd,front,93.7,-1.35761340562241,63.8,50.8,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,6.351351351351352,41,5572.0,Low
119,1,119.0,plymouth,gas,turbo,two,hatchback,fwd,front,93.7,-1.35761340562241,63.8,50.8,2128,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500.0,9.791666666666666,30,7957.0,Low
120,1,154.0,plymouth,gas,std,four,hatchback,fwd,front,93.7,-1.35761340562241,63.8,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,7.580645161290323,38,6229.0,Low
121,1,154.0,plymouth,gas,std,four,sedan,fwd,front,93.7,-0.5470625314594469,63.8,50.8,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,7.580645161290323,38,6692.0,Low
122,1,154.0,plymouth,gas,std,four,sedan,fwd,front,93.7,-0.5470625314594469,63.8,50.8,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68.0,5500.0,7.580645161290323,38,7609.0,Low
123,-1,74.0,plymouth,gas,std,four,wagon,fwd,front,103.3,0.044639606679514644,64.6,59.8,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,9.791666666666666,30,8921.0,Low
124,3,115.0,plymouth,gas,turbo,two,hatchback,rwd,front,95.9,-0.06883751570330064,66.3,50.2,2818,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,12.368421052631579,24,12764.0,Low
125,3,186.0,porsche,gas,std,two,hatchback,rwd,front,94.5,-0.41737439159337336,68.3,50.2,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143.0,5500.0,12.368421052631579,27,22018.0,Medium
126,3,115.0,porsche,gas,std,two,hardtop,rwd,rear,89.5,-0.41737439159337336,65.0,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,13.823529411764707,25,32528.0,High
127,3,115.0,porsche,gas,std,two,hardtop,rwd,rear,89.5,-0.41737439159337336,65.0,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,13.823529411764707,25,34028.0,High
128,3,115.0,porsche,gas,std,two,convertible,rwd,rear,89.5,-0.41737439159337336,65.0,51.6,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,13.823529411764707,25,37028.0,High
